"","stationcode","sampleid","sampledate","oovere","mmi","csci","latitude","longitude","DS_Dur_WS","DS_Mag_50","DS_Mag_90","DS_Tim","FA_Dur","FA_Mag","FA_Tim","Q99","SP_Dur","SP_Mag","SP_ROC","SP_Tim","Wet_BFL_Dur","Wet_BFL_Mag_10","Wet_BFL_Mag_50","Wet_Tim"
"1","312PS0099","312PS0099_06142010_BMI_RWB_1","6/14/10",1.11687099,1.07707254,1.09697177,34.77948,-119.95802,0,-0.000270833,-0.000360583,0,NA,NA,NA,-0.000333333,0,-0.000395667,3.59e-07,0,0,-5.83e-05,-0.000229333,0
"2","312WE1028","312WE1028_05292002_BMI_RWB_1.0","5/29/2002",1.28393244,0.73128893,1.00761068,34.74721,-119.71562,0,-1.04e-05,-7.71e-05,-4,NA,NA,NA,-4.17e-05,0,-0.001333333,1.93e-07,0,0,0,0,0
"3","312WE1035","312WE1035_05302002_BMI_RWB_1.0","5/30/2002",0.98393678,1.15885541,1.0713961,34.73287,-119.67637,0,-5.21e-05,-7.29e-05,0,NA,NA,NA,-5.62e-05,0,-0.001625167,-1.42e-06,0,0,0,-4.17e-05,0
"4","314CE0200","314CE0200_05222007_BMI_RWB_1.0","5/22/2007",0.6288809,0.41428521,0.52158305,34.59277,-120.16055,-87,0.525664165,0.538844668,-1,NA,NA,NA,7.824923288,-1,5.88675,2.39e-05,0,0,0.083750017,-0.4632417,-1
"5","314SCCNSY","314SCCNSY_04232014_BMI_RWB_1.0","4/23/2014",0.89242347,0.66812967,0.78027657,34.5967,-119.9088,0,-0.00075,-0.0008772,0,NA,NA,NA,-6.23e-05,0,-0.000875166,3.27e-07,0,0,-5.42e-05,-2.08e-05,0
"6","314SYC","314SYC_04152001_BMI_CSBP_Trans_1.0","4/15/2001",0.97180559,0.7031421,0.83747385,34.58799,-120.02651,0,0,0.0427,0,NA,NA,NA,0.628634585,0,0.86590015,0.000139832,0,0,0,0.253708333,0
"7","314SYL","314SYL_06292011_BMI_RWB_MCM_1.0","6/29/2011",0.87766387,0.69209471,0.78487929,34.64387,-120.43045,86.5,-1.735583334,0.089170833,-2.5,NA,NA,NA,13.98767166,-2,17.40504184,3.33e-07,0,0.5,0.001,0.076520817,-0.5
"8","314SYRASV","314SYRASV_04222014_BMI_RWB_1.0","4/22/2014",0.56495699,0.64710901,0.606033,34.585,-120.1446,-6,0.7229375,0.59314167,-0.5,NA,NA,NA,7.282802914,-4,4.7040418,0.000144347,0,0,0.162852075,-0.302545835,0
"9","314WE0542","314WE0542_07112000_BMI_CSBP_Trans_1.0","7/11/2000",0.9514762,0.82783002,0.88965311,34.55085,-120.3583,-6,0,0.01,-2,NA,NA,NA,0,27,0,-0.029761905,-29,-25,-0.832,1.5,-4
"10","314WE0677","314WE0677_07232008_BMI_RWB_1.0","7/23/2008",0.89663748,1.01038699,0.95351224,34.7477,-120.05303,0,0.001052067,0.00054375,0,NA,NA,NA,-0.000155012,0,-0.000541667,-1.98e-06,0,0,0.000216666,0.001895867,0
"11","314WE0779","314WE0779_07112001_BMI_CSBP_Trans_1.0","7/11/2001",1.18927267,1.02109537,1.10518402,34.66959,-119.75404,0,-0.00029175,-7.08e-05,0,NA,NA,NA,-1.5e-05,0,-0.00019167,0,0,0,-7.92e-05,-0.000166665,0
"12","314WE0796","314WE0796_07102001_BMI_CSBP_Trans_1.0","7/10/2001",1.19030453,1.02732118,1.10881286,34.68351,-119.79875,-3,0.000270667,0,0,NA,NA,NA,-1.49e-05,0,-0.000375,0,0,0,-0.00105,0,-1
"13","314WE1046","314WE1046_06122002_BMI_RWB_1.0","6/12/2002",1.0731463,1.16384957,1.11849793,34.5365,-119.83603,0.5,0,0,-1,NA,NA,NA,0.018471671,-1,0.115375,8.34e-07,0,0,-1.25e-05,-5.21e-05,0
"14","315CE0584","315CE0584_06072006_BMI_RWB_1.0","6/7/2006",1.31696774,0.92584944,1.12140859,34.47666,-120.33833,0,0,-0.000135425,0,NA,NA,NA,0,0,-0.000458333,3.09e-05,0,-2,0,0,0
"15","315GAVGSP","315GAVGSP_05232001_BMI_CSBP_Trans_1","5/23/01",0.61621207,0.61676591,0.61648899,34.47395,-120.22866,NA,0,0,0,NA,NA,NA,0.719908312,0,1.65775,-1.23e-05,0,-2,0,0,0
"16","315MIU","315MIU_04282008_BMI_RWB_1.0","4/28/2008",1.12452999,0.90859651,1.01656325,34.44673,-119.70745,-1,0,0.00140625,0,NA,NA,NA,-0.000664583,-1,0.024125,-2.13e-06,0,-6,-1.311383333,0.003020833,-6
"17","402BA0079","402BA0079_05282008_BMI_RWB_1","5/28/08",0.84225358,0.76776221,0.8050079,34.41183,-119.27418,-3,0.065831665,-0.008568418,-5,NA,NA,NA,4.326902324,-6,13.622825,7.76e-08,0,0.5,0.289007668,0.094478834,-0.5
"18","402BA0095","402BA0095_05292008_BMI_RWB_1","5/29/08",1.32741831,1.10448302,1.21595066,34.46328,-119.34566,0,-8.34e-05,-7.08e-05,0,NA,NA,NA,1.92e-09,0,-0.001708667,6.09e-06,0,0,-2.5e-05,0,0
"19","402BA0143","402BA0143_05212008_BMI_RWB_1","5/21/08",0.75197227,0.58339355,0.66768291,34.36483,-119.31057,-159,-0.005875,-0.114743144,-36,NA,NA,NA,18.70504531,-3,32.0381045,4.35e-08,0,0,-0.04791825,-0.020145834,-3
"20","402BA0287","402BA0287_06092008_BMI_RWB_1","6/9/08",1.06228056,1.01762477,1.03995266,34.50284,-119.36644,0,-0.000427084,-0.000660417,0,NA,NA,NA,-0.000431467,0,-0.000646,3.02e-07,0,0,0.0190416,0.011375167,0
"21","402BA0335","402BA0335_05272008_BMI_RWB_1","5/27/08",0.97330032,0.72707352,0.85018692,34.37965,-119.30751,-97,0.578645665,0.70529733,-5,-5,88.51270352,0,8.250127,-4,25.998,0.00026376,0,0,0.008287483,0.569896167,-3
"22","402WE0536","402WE0536_06142000_BMI_CSBP_Trans_1.0","6/14/2000",1.2958773,1.00804774,1.15196252,34.5196,-119.40537,0,-0.000260416,-0.000402083,-1,NA,NA,NA,-0.000901666,0,-0.0005417,-3.95e-07,0,0,-4.17e-05,-4.16e-05,0
"23","402WE0803","402WE0803_06122001_BMI_CSBP_Trans_1.0","6/12/2001",0.9397929,0.90219327,0.92099308,34.42131,-119.3806,0,-0.00034375,-0.000556133,0,NA,NA,NA,-0.000375,0,-0.000875,2.44e-07,0,0,-0.000141533,-0.000333,0
"24","403BA0015","403BA0015_05192008_BMI_RWB_1","5/19/08",1.02851554,0.98517561,1.00684557,34.5312,-119.18421,0,-1.65e-08,-3.33e-05,0,NA,NA,NA,-6.88e-05,0,-0.000123331,-1.08e-06,0,0,-3.3e-08,-4.17e-05,0
"25","403BA0027","403BA0027_06182014_BMI_RWB_MCM_1","6/18/14",0.95929163,0.90659145,0.93294154,34.66254,-119.05249,0,-6.25e-05,-0.000114596,-2,NA,NA,NA,-0.000416667,0,-0.0013125,1.92e-06,0,0,0,0,0
"26","403BA0171","403BA0171_05192008_BMI_RWB_1","5/19/08",1.00797511,1.07762104,1.04279807,34.58516,-119.28363,-1,-0.004666667,-0.006514583,-4,NA,NA,NA,-0.0027501,0,-0.008833,1.84e-07,0,0,0.028098501,0.103833167,0
"27","403BA0960","403BA0960_05212008_BMI_RWB_1","5/21/08",1.21564701,1.15631671,1.18598186,34.59078,-118.4617,-2,0,0,0,NA,NA,NA,0,-72,0,6.4e-06,0,1,0,0,-1
"28","403CE0188","403CE0188_05262016_BMI_RWB_1","5/26/16",0.97277465,0.87005079,0.92141272,34.35646,-119.04752,-0.5,0.071531233,0.103472917,-0.5,NA,NA,NA,0.613231652,-7,1.8791875,0.000314215,0,0,0.002408334,-0.022729183,-1
"29","403PRCSFD","403PRCSFD_04212014_BMI_RWB_1.0","4/21/2014",0.97546185,0.57347489,0.77446837,34.4603,-118.752,-8,0.131833333,-0.010918748,0,0.5,3.092353697,0,1.438252079,0,-0.020083168,-6.3e-07,0,0,0.048704173,0.029104184,-1
"30","403S00640","403S00640_06112009_BMI_RWB_1","6/11/09",0.83594331,0.9697914,0.90286736,34.60115,-118.558,-1,-0.0131665,-0.0058835,-1,NA,NA,NA,-0.009166767,-2,-0.04233333,-1.4e-05,0,-3,-0.013833333,0.0299585,-4
"31","403S00831","403S00831_06102010_BMI_RWB_1","6/10/10",0.50063777,0.49407019,0.49735398,34.43048,-118.8318,0,0.0278229,0.0079603,-9,NA,NA,NA,-0.000279283,0,-0.000729167,5.52e-08,0,0,0.000562483,-0.000124967,0
"32","403S00875","403S00875_06242010_BMI_RWB_1","6/24/10",0.81519658,0.75985826,0.78752742,34.55668,-119.30629,0,7.5e-10,1.25e-05,0,NA,NA,NA,0.000154266,0,0.00035167,-1.82e-07,0,0,0,3e-09,0
"33","403S01195","403S01195_06102009_BMI_RWB_1","6/10/09",0.84471377,0.81192753,0.82832065,34.55903,-119.2678,0,-0.01548,-0.024716665,0,NA,NA,NA,0.3911124,0,-0.007833,4.94e-07,0,0,-0.005575333,0.03052,0
"34","403S01536","403S01536_07122011_BMI_RWB_1","7/12/11",1.14601236,0.81793441,0.98197339,34.56909,-118.39212,-2,0,0.1,-2,NA,NA,NA,0,27,0,-0.029761905,-29,-25,-0.832,1.5,-4
"35","403S01707","403S01707_06072010_BMI_RWB_1","6/7/10",0.80468203,0.6366526,0.72066732,34.59835,-119.34799,0,0.000645834,-0.004837467,0,NA,NA,NA,0.006053833,0,-0.014335835,4.33e-08,0,0,0.007116567,0.029614583,0
"36","403S01728","403S01728_07132011_BMI_RWB_1","7/13/11",1.33194284,1.18519979,1.25857131,34.5749,-118.46002,-4,0.01,0,-42,NA,NA,NA,0.4165,-43,1.0625,0.045833333,0,41,0,1.6,0
"37","403S02363","403S02363_06162011_BMI_RWB_1","6/16/11",1.12084272,1.03018274,1.07551273,34.55885,-119.15456,0,-0.011125,-0.022937497,0,NA,NA,NA,0.54131324,0,-0.00837333,-6.11e-08,0,0,-0.0080765,-0.01613,0
"38","403S03643","403S03643_06242010_BMI_RWB_1","6/24/10",0.98566524,1.03553065,1.01059794,34.56213,-119.12891,0,0.003565407,-0.017475334,0,NA,NA,NA,0.373248312,0,-0.00833667,1.66e-07,0,0,0.01115,0.087,0
"39","403S05291","403S05291_06072010_BMI_RWB_1","6/7/10",1.27320413,0.96709257,1.12014835,34.56397,-119.26305,0,-0.011820418,-0.022122917,0,NA,NA,NA,0.33355955,0,-0.007042,6.19e-07,0,0,-0.012049664,0.02900333,0
"40","403S06139","403S06139_06272012_BMI_RWB_1","6/27/12",0.42262585,0.59795477,0.51029031,34.55464,-119.2405,0,-0.013595,-0.024234749,0,NA,NA,NA,0.512826324,0,-0.00858667,-2.5e-08,0,0,-0.009710333,-0.01927085,0
"41","403S06315","403S06315_06272012_BMI_RWB_1","6/27/12",1.07947936,0.75735263,0.918416,34.59223,-119.31033,-1,0.009875001,-0.0047625,-3,NA,NA,NA,-0.011375,0,-0.013398335,-8.43e-07,0,0,0.056800133,0.1001475,0
"42","403S07024","403S07024_06132012_BMI_RWB_1","6/13/12",0.33377852,0.37787701,0.35582777,34.6092,-118.75771,-1,0.119520917,0.030583165,-1,0.5,7.473349629,-4.5,0.553823167,-1,-0.1807475,-3.68e-08,0,0,0.052533334,0.096479167,-1
"43","403S07227","403S07227_06272012_BMI_RWB_1","6/27/12",0.6328693,0.70403328,0.66845129,34.56208,-119.16664,0,-0.01160625,-0.021950002,0,NA,NA,NA,0.493647,0,-0.00796167,5.06e-07,0,0,-0.007663664,-0.01553833,0
"44","403S16332","403S16332_06262013_BMI_RWB_MCM_1","6/26/13",0.64045402,0.59065022,0.61555212,34.5317,-118.75812,-8,0.221093917,0.270152088,0,0.5,-51.47162714,-30.5,1.60580612,0,-0.35112085,1.81e-07,0,0,0.067374987,-0.416125,0
"45","403SPCNWS","403SPCNWS_04222014_BMI_RWB_1.0","4/22/2014",1.2659606,0.95852337,1.11224199,34.5778,-119.2579,0,0.000959997,-0.016337086,0,0.5,1.609554323,0,0.56964,0,-0.004708333,2e-06,0,0,-0.0057275,0.045413335,0
"46","403STC009","403STC009_02052003_BMI_CSBP_Trans_1.0","2/5/2003",0.94126852,1.11768381,1.02947617,34.53833,-118.75889,-9,0.1069375,0.272474494,0,0.5,-49.07292908,-30.5,1.59628676,0,-0.36356265,-5.69e-09,0,0,0.069558347,-0.4508542,0
"47","403STC019","403STC019_02042003_BMI_CSBP_Trans_1.0","2/4/2003",0.69195148,0.34388437,0.51791793,34.42556,-118.57917,-78,0,-0.51,-31,NA,NA,NA,118.9849531,-32,83.26608333,0.024085301,0,0,0.03,-0.1,-8
"48","403STC070","403STC070_02052003_BMI_CSBP_Trans_1.0","2/5/2003",1.25845737,0.96232607,1.11039172,34.56667,-119.26278,0,-0.011135,-0.021779171,0,NA,NA,NA,0.238084988,0,-0.006500333,-9.06e-08,0,0,-0.011815833,0.05641333,0
"49","403WE0501","403WE0501_05142013_BMI_RWB_1","5/14/13",0.87303191,0.79137978,0.83220584,34.54172,-118.77286,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0
"50","403WE0534","403WE0534_05232016_BMI_RWB_1","5/23/16",1.16092004,0.71140243,0.93616124,34.61359,-118.77983,-80,0.117010417,0.0629625,0,NA,NA,NA,0.418680625,0,-0.39626585,3.54e-07,0,0,0.034129167,0.0700417,-1
"51","403WE0540","403WE0540_05172017_BMI_RWB_1","5/17/17",0.99305801,0.75642474,0.87474137,34.65136,-119.11845,0,-0.003635408,-0.001033322,0,NA,NA,NA,-0.000136667,0,-0.00062333,-2.4e-06,0,0,-0.000500003,-0.00175,0
"52","403WE0558","403WE0558_06282000_BMI_CSBP_Trans_1.0","6/28/2000",0.98862444,0.98281226,0.98571835,34.49347,-118.45703,-5,0.01,0,-9,-2.5,1.202695398,-22.5,0.432166667,-36,0.883333333,-0.000781987,40,0,1.15,0.2,0
"53","403WE0560","403WE0560_05092019_BMI_RWB_1.0","5/9/2019",0.82164087,0.8007002,0.81117054,34.55841,-119.14079,0,-0.01097917,-0.022558335,0,NA,NA,NA,0.54350176,0,-0.00833333,4.71e-07,0,0,-0.00803883,0.007,0
"54","403WE0682","403WE0682_05252016_BMI_RWB_1","5/25/16",0.97340199,0.78646633,0.87993416,34.57066,-118.38974,-2,0,0.1,-2,NA,NA,NA,0,27,0,-0.029761905,-29,-25,-0.832,1.5,-4
"55","403WE0683","403WE0683_05152013_BMI_RWB_1","5/15/13",1.25750981,1.24309223,1.25030102,34.43952,-119.07616,0,0.00046875,8.25e-09,0,NA,NA,NA,-0.0003876,0,-0.000354333,2.21e-07,0,0,0.0021081,0.0011875,0
"56","403WE0795","403WE0795_06062001_BMI_CSBP_Trans_1.0","6/6/2001",1.07397954,1.09907657,1.08652805,34.6408,-119.08094,0,0.000645834,-0.0001397,-0.5,NA,NA,NA,-0.000333333,0,-0.000854,2.21e-07,0,0,-8.33e-05,0.00116665,0
"57","403WE0809","403WE0809_06052001_BMI_CSBP_Trans_1.0","6/5/2001",1.21091339,1.2855754,1.24824439,34.5515,-119.20811,0,-0.00117725,-0.001377083,0,NA,NA,NA,-0.00051512,0,-0.001917,-3.47e-06,0,0,-0.00035836,-0.000937167,0
"58","403WE0891","403WE0891_06142001_BMI_CSBP_Trans_1.0","6/14/2001",1.03599591,1.03300517,1.03450054,34.65926,-119.14255,NA,2.08e-05,3.33e-05,0,NA,NA,NA,5.32e-05,0,0.000710835,-5.1e-07,0,0,1.32e-08,4.15e-05,0
"59","403WE0905","403WE0905_06072018_BMI_RWB_1.0","6/7/2018",0.70939183,0.5064333,0.60791256,34.55734,-119.24876,0,-0.01074125,-0.022345835,0,NA,NA,NA,0.42365,0,-0.00842,-1.01e-06,0,0,-0.00979667,-0.02254667,0
"60","403WE1027","403WE1027_05162017_BMI_RWB_1","5/16/17",0.7016109,0.73111317,0.71636204,34.72654,-119.02842,-9,0,0.1,-2,NA,NA,NA,0,-2,0,-0.029761905,0,4,0.2,1.5,-4
"61","404BA0084","404BA0084_06042008_BMI_RWB_1","6/4/08",1.18093997,0.97707689,1.07900843,34.09079,-118.94926,-81,0,0.097083333,-53,NA,NA,NA,0.003348333,-59,-0.124045,-0.396942963,-2,-1,-1.067325,0.2,-6
"62","404BA0376","404BA0376_06052008_BMI_RWB_1","6/5/08",1.13662308,0.7995555,0.96808929,34.11648,-118.66164,-62,0,0.3233,-53,NA,NA,NA,0.127804167,-58,0.230541667,-0.797812008,-9,4,-0.24505,0.2,-12
"63","404BA0526","404BA0526_06042008_BMI_RWB_1","6/4/08",1.14474267,0.9656215,1.05518208,34.04298,-118.87219,-61,0,0.363333334,-53,NA,NA,NA,0.01576,-59,0.210708333,-0.75547407,0,-18,-1.8021625,0.2,-2
"64","404BA0616","404BA0616_06032008_BMI_RWB_1","6/3/08",0.87309251,0.60907211,0.74108231,34.17453,-118.69879,-2,0,0.1,-2,NA,NA,NA,0,27,0,-0.029761905,-29,-25,-0.832,1.5,-4
"65","404BA0852","404BA0852_06032008_BMI_RWB_1","6/3/08",0.91563561,0.90199033,0.90881297,34.07877,-118.82037,-61,0,0.355841667,-53,NA,NA,NA,0.092072917,-3,0.231041667,-0.623253295,-2,-29,-2.044320833,0.2,-8
"66","404BA0964","404BA0964_06042008_BMI_RWB_1","6/4/08",0.66784033,0.90600017,0.78692025,34.06133,-118.9649,-61,0,0.3542875,-53,NA,NA,NA,0.046497917,-56,0.215666667,-0.701408451,-2,-9,-2.0697625,0.2,-4
"67","404BA1144","404BA1144_06102008_BMI_RWB_1","6/10/08",1.29635419,0.91856489,1.10745954,34.06064,-118.63755,-62,0.000283334,0.3755125,-53,NA,NA,NA,0.079101667,-57,0.40870833,-0.770003174,-2,-6,-2.069833334,-0.124125,-8
"68","404CE0316","404CE0316_07242007_BMI_RWB_1.0","7/24/2007",0.42953167,0.32934575,0.37943871,33.99722,-118.4025,-50.5,0.401127084,1.16664375,-88,-1.5,832.4031917,-35,840.5696388,-50,644.6209332,1.25e-06,43.5,93.5,-0.000941667,-39.431425,-56
"69","404S00808","404S00808_06222010_BMI_RWB_1","6/22/10",0.58896347,0.40734668,0.49815508,34.11411,-118.77907,-39,0,0.086429167,-50,NA,NA,NA,26.46414583,-82,18.83879167,-0.284038721,21,50,-2.76,-0.698916667,-77
"70","404S01128","404S01128_06232010_BMI_RWB_1","6/23/10",0.60968734,0.6197525,0.61471992,34.1039,-118.71271,-111,0,0.211666667,-52,NA,NA,NA,12.34711875,-80,2.28925,-0.627586195,-2,25,-2.045658333,-0.7,-10
"71","404S02920","404S02920_05122009_BMI_RWB_1","5/12/09",0.60294547,0.45820303,0.53057425,34.17748,-118.767,-13,0,0.369,-3,NA,NA,NA,0.99865,-16,-1.921041667,-0.469795425,25.5,36.5,-2.248916967,-0.150666667,-38
"72","404S03048","404S03048_05132009_BMI_RWB_MCM_1","5/13/09",0.97881247,0.50549524,0.74215385,34.18426,-118.79089,-75,0,0.227466667,-1,NA,NA,NA,0.318761667,-57,0.20475,-0.639421732,-1,13,-2.07,0.2,-33
"73","404S06456","404S06456_05142009_BMI_RWB_1","5/14/09",1.08350961,0.88735875,0.98543418,34.06463,-118.58685,-83,0,0.40325,-53,NA,NA,NA,1.508665,-74,0.382833333,-0.34740626,-2,-6,-0.027,-0.693,-36
"74","404S08040","404S08040_05122009_BMI_RWB_MCM_1","5/12/09",0.45596072,0.31891106,0.38743589,34.14358,-118.75527,-17.5,0,-0.34,-26,NA,NA,NA,14.5443,-19,3.252083333,-0.254685933,21,33.5,-2.058533333,-0.7,-20.5
"75","404S08616","404S08616_05132009_BMI_RWB_MCM_1","5/13/09",0.58140572,0.31196921,0.44668746,34.12188,-118.7924,18,0.06,-0.4,-93,NA,NA,NA,16.55860167,-55,15.13683333,0.121399896,-45,21,0.03,-0.1,-10
"76","404S08846","404S08846_06222010_BMI_RWB_1","6/22/10",0.99158429,0.91038558,0.95098493,34.05442,-118.58176,-82,0,0.364341666,-8,NA,NA,NA,1.643105,-60,-3.087458333,-0.276191377,-2,28,-1.9467875,-0.444666667,-33
"77","404S11880","404S11880_06072011_BMI_RWB_1","6/7/11",0.77847125,0.59700165,0.68773645,34.12529,-118.70827,-31,0,0.33925002,-14,NA,NA,NA,9.484143332,-60,5.1200083,-0.034058569,-2,33.5,-1.942291667,-1.769375,-13
"78","404S13416","404S13416_06082011_BMI_RWB_1","6/8/11",0.91022292,0.61911187,0.76466739,34.09875,-118.71594,-77,0,0.346916667,-71,NA,NA,NA,14.00551667,-26,2.422875,-0.590161061,9,29,-3.030929167,-0.7,-12
"79","404S14952","404S14952_06152011_BMI_RWB_MCM_1","6/15/11",0.54496177,0.45783839,0.50140008,34.14268,-118.70089,-81,0,0.2737125,-66,NA,NA,NA,4.625938333,-21,0.267416667,-0.406060606,-8,24,-1.774375,0.185958333,-38
"80","404S16516","404S16516_05182009_BMI_RWB_1","5/18/09",0.61217202,0.59635442,0.60426322,34.12998,-118.75648,-21,0.048458333,0.369345832,-33,7,15.27580761,-19.5,32.23868333,-31,18.35396,2.44e-06,32,45,0.057279167,0.023645833,-20
"81","404S17266","404S17266_05192009_BMI_RWB_1","5/19/09",0.80328807,0.55965578,0.68147192,34.10741,-118.7118,-81,0,0.212495834,-43,NA,NA,NA,11.89824167,-21,1.514041667,-0.629456001,-2,0,-2.012625,-0.7,-10
"82","404S17664","404S17664_05202009_BMI_RWB_1","5/20/09",0.61386252,0.52520388,0.5695332,34.14994,-118.6976,-88,0,0.202191667,-64,NA,NA,NA,3.396354532,-74,0.582125,-0.567470168,-2,26,-0.926533333,-0.58629,-43
